surveillance_network	site	week_ending_date	epiweeks	age_group	rate_per_100k	rsvpos	rsvtest	rsv_positivity	wili	flu_positivity
RSV-NET	Maryland	2022-06-11	202223	Overall	0.1				2.16334	
RSV-NET	Maryland	2022-06-18	202224	Overall	0.2				1.98842	
RSV-NET	Maryland	2022-06-25	202225	Overall	0.2				1.87678	
RSV-NET	Maryland	2022-07-02	202226	Overall	0.2				1.80274	
RSV-NET	Maryland	2022-07-09	202227	Overall	0.3				1.81978	
RSV-NET	Maryland	2022-07-16	202228	Overall	0.3				1.67886	
RSV-NET	Maryland	2022-07-23	202229	Overall	0.4				1.65939	
RSV-NET	Maryland	2022-07-30	202230	Overall	0.3				1.67083	
RSV-NET	Maryland	2022-08-06	202231	Overall	0.3				1.52259	
RSV-NET	Maryland	2022-08-13	202232	Overall	0.3				1.50755	
RSV-NET	Maryland	2022-08-20	202233	Overall	0.4				1.60507	
RSV-NET	Maryland	2022-08-27	202234	Overall	0.4				1.83793	
RSV-NET	Maryland	2022-09-03	202235	Overall	0.3				1.96433	
RSV-NET	Maryland	2022-09-10	202236	Overall	0.4				2.02422	
RSV-NET	Maryland	2022-09-17	202237	Overall	0.6				2.0351	
RSV-NET	Maryland	2022-09-24	202238	Overall	0.6				2.28352	
RSV-NET	Maryland	2022-10-01	202239	Overall	0.8				2.36029	0.02
RSV-NET	Maryland	2022-10-08	202240	Overall	1.5				2.61257	0.027000000000000003
RSV-NET	Maryland	2022-10-15	202241	Overall	3.7				3.00763	0.035
RSV-NET	Maryland	2022-10-22	202242	Overall	3.8				3.31975	0.054000000000000006
RSV-NET	Maryland	2022-10-29	202243	Overall	5.0				4.3682	0.084
RSV-NET	Maryland	2022-11-05	202244	Overall	5.2				5.42144	0.128
RSV-NET	Maryland	2022-11-12	202245	Overall	4.6				5.73522	0.149
RSV-NET	Maryland	2022-11-19	202246	Overall	4.1				5.91793	0.183
RSV-NET	Maryland	2022-11-26	202247	Overall	3.2				7.42531	0.258
RSV-NET	Maryland	2022-12-03	202248	Overall	2.9				7.21822	0.256
RSV-NET	Maryland	2022-12-10	202249	Overall	2.4				6.87034	0.263
RSV-NET	Maryland	2022-12-17	202250	Overall	1.9				6.29772	0.245
RSV-NET	Maryland	2022-12-24	202251	Overall	1.0				6.00293	0.20800000000000002
RSV-NET	Maryland	2022-12-31	202252	Overall	0.8				5.33838	0.149
RSV-NET	Maryland	2023-01-07	202301	Overall	1.1				3.93482	0.086
RSV-NET	Maryland	2023-01-14	202302	Overall	0.5				2.94553	0.046
RSV-NET	Maryland	2023-01-21	202303	Overall	0.5				2.63811	0.028999999999999998
RSV-NET	Maryland	2023-01-28	202304	Overall	0.6				2.62522	0.021
RSV-NET	Maryland	2023-02-04	202305	Overall	0.6				2.58477	0.017
RSV-NET	Maryland	2023-02-11	202306	Overall	0.4				2.59148	0.013999999999999999
RSV-NET	Maryland	2023-02-18	202307	Overall	0.1				2.5701	0.011000000000000001
RSV-NET	Maryland	2023-02-25	202308	Overall	0.3				2.52707	0.01
RSV-NET	Maryland	2023-03-04	202309	Overall	0.2				2.40469	0.009000000000000001
RSV-NET	Maryland	2023-03-11	202310	Overall	0.3				2.3571	0.01
RSV-NET	Maryland	2023-03-18	202311	Overall	0.1				2.3545	0.009000000000000001
RSV-NET	Maryland	2023-03-25	202312	Overall	0.3				2.31096	0.009000000000000001
RSV-NET	Maryland	2023-04-01	202313	Overall	0.2				2.25771	0.01
RSV-NET	Maryland	2023-04-08	202314	Overall	0.1				2.12953	0.011000000000000001
RSV-NET	Maryland	2023-04-15	202315	Overall	0.1				2.01047	0.01
RSV-NET	Maryland	2023-04-22	202316	Overall	0.0				1.90776	0.008
RSV-NET	Maryland	2023-04-29	202317	Overall	0.1				1.90393	0.01
RSV-NET	Maryland	2023-05-06	202318	Overall	0.1				1.93608	0.009000000000000001
RSV-NET	Maryland	2023-05-13	202319	Overall	0.0				1.90846	0.01
RSV-NET	Maryland	2023-05-20	202320	Overall	0.0				1.88236	0.012
RSV-NET	Maryland	2023-05-27	202321	Overall	0.0				1.83328	0.012
RSV-NET	Maryland	2023-06-03	202322	Overall	0.0				1.83857	0.013000000000000001
RSV-NET	Maryland	2023-06-10	202323	Overall	0.0				1.57748	0.011000000000000001
RSV-NET	Maryland	2023-06-17	202324	Overall	0.0				1.48614	0.011000000000000001
RSV-NET	Maryland	2023-06-24	202325	Overall	0.0				1.36472	0.009000000000000001
RSV-NET	Maryland	2023-07-01	202326	Overall	0.0				1.27095	0.011000000000000001
RSV-NET	Maryland	2023-07-08	202327	Overall	0.0				1.22553	0.012
RSV-NET	Maryland	2023-07-15	202328	Overall	0.0				1.15793	0.01
RSV-NET	Maryland	2023-07-22	202329	Overall	0.1				1.12685	0.01
RSV-NET	Maryland	2023-07-29	202330	Overall	0.1				1.16805	0.01
RSV-NET	Maryland	2023-08-05	202331	Overall	0.0				1.20299	0.011000000000000001
RSV-NET	Maryland	2023-08-12	202332	Overall	0.0				1.27357	0.009000000000000001
RSV-NET	Maryland	2023-08-19	202333	Overall	0.1				1.44821	0.009000000000000001
RSV-NET	Maryland	2023-08-26	202334	Overall	0.1				1.70391	0.008
RSV-NET	Maryland	2023-09-02	202335	Overall	0.0				1.93305	0.006999999999999999
RSV-NET	Maryland	2023-09-09	202336	Overall	0.1				2.00204	0.006999999999999999
RSV-NET	Maryland	2023-09-16	202337	Overall	0.3				1.94047	0.008
RSV-NET	Maryland	2023-09-23	202338	Overall	0.1				2.03761	0.009000000000000001
RSV-NET	Maryland	2023-09-30	202339	Overall	0.3				2.08992	0.009000000000000001
RSV-NET	Maryland	2023-10-07	202340	Overall	0.8				2.27908	0.011000000000000001
RSV-NET	Maryland	2023-10-14	202341	Overall	0.9				2.33755	0.013000000000000001
RSV-NET	Maryland	2023-10-21	202342	Overall	1.5				2.52242	0.015
RSV-NET	Maryland	2023-10-28	202343	Overall	1.8				2.71275	0.018000000000000002
RSV-NET	Maryland	2023-11-04	202344	Overall	2.6				2.94538	0.026000000000000002
RSV-NET	Maryland	2023-11-11	202345	Overall	3.1				3.40957	0.04
RSV-NET	Maryland	2023-11-18	202346	Overall	3.8				3.6903	0.049
RSV-NET	Maryland	2023-11-25	202347	Overall	3.8				3.92958	0.059000000000000004
RSV-NET	Maryland	2023-12-02	202348	Overall	5.1				4.03334	0.07
RSV-NET	Maryland	2023-12-09	202349	Overall	4.6				4.38382	0.098
RSV-NET	Maryland	2023-12-16	202350	Overall	4.9				5.18426	0.134
RSV-NET	Maryland	2023-12-23	202351	Overall	4.1				6.23157	0.17300000000000001
RSV-NET	Maryland	2023-12-30	202352	Overall	4.3				6.7962	0.182
RSV-NET	Maryland	2024-01-06	202401	Overall	3.4				5.71536	0.138
RSV-NET	Maryland	2024-01-13	202402	Overall	2.0				4.66576	0.139
RSV-NET	Maryland	2024-01-20	202403	Overall	1.6				4.32446	0.149
RSV-NET	Maryland	2024-01-27	202404	Overall	1.5				4.22972	0.161
RSV-NET	Maryland	2024-02-03	202405	Overall	1.0				4.42065	0.163
RSV-NET	Maryland	2024-02-10	202406	Overall	0.9				4.45705	0.159
RSV-NET	Maryland	2024-02-17	202407	Overall	1.0				4.35511	0.156
RSV-NET	Maryland	2024-02-24	202408	Overall	0.6				4.33545	0.155
RSV-NET	Maryland	2024-03-02	202409	Overall	0.5				4.0587	0.149
RSV-NET	Maryland	2024-03-09	202410	Overall	0.6				3.72797	0.142
RSV-NET	Maryland	2024-03-16	202411	Overall	0.5				3.39722	0.11900000000000001
RSV-NET	Maryland	2024-03-23	202412	Overall	0.3				3.08528	0.10400000000000001
RSV-NET	Maryland	2024-03-30	202413	Overall	0.2				2.97703	0.092
RSV-NET	Maryland	2024-04-06	202414	Overall	0.1				2.76586	0.075
RSV-NET	Maryland	2024-04-13	202415	Overall	0.1				2.53824	0.057999999999999996
RSV-NET	Maryland	2024-04-20	202416	Overall	0.1				2.24747	0.048
RSV-NET	Maryland	2024-04-27	202417	Overall	0.2				2.19144	0.038
RSV-NET	Maryland	2024-05-04	202418	Overall	0.0				2.09931	0.032
RSV-NET	Maryland	2024-05-11	202419	Overall	0.2				2.00488	0.023
RSV-NET	Maryland	2024-05-18	202420	Overall	0.1				1.97657	0.018000000000000002
RSV-NET	Maryland	2024-05-25	202421	Overall	0.1				1.90707	0.016
RSV-NET	Maryland	2024-06-01	202422	Overall	0.1				1.87651	0.016
RSV-NET	Maryland	2024-06-08	202423	Overall	0.1				1.66065	0.015
RSV-NET	Maryland	2024-06-15	202424	Overall	0.0				1.58178	0.013000000000000001
RSV-NET	Maryland	2024-06-22	202425	Overall	0.1				1.49244	0.01
RSV-NET	Maryland	2024-06-29	202426	Overall	0.0				1.4663	0.009000000000000001
RSV-NET	Maryland	2024-07-06	202427	Overall	0.0				1.37639	0.01
RSV-NET	Maryland	2024-07-13	202428	Overall	0.1				1.45548	0.008
RSV-NET	Maryland	2024-07-20	202429	Overall	0.0				1.45233	0.006999999999999999
RSV-NET	Maryland	2024-07-27	202430	Overall	0.1				1.52211	0.006
RSV-NET	Maryland	2024-08-03	202431	Overall	0.0				1.53543	0.006
RSV-NET	Maryland	2024-08-10	202432	Overall	0.1				1.53984	0.005
RSV-NET	Maryland	2024-08-17	202433	Overall	0.0				1.56577	0.005
RSV-NET	Maryland	2024-08-24	202434	Overall	0.1				1.76988	0.004
RSV-NET	Maryland	2024-08-31	202435	Overall	0.0				1.93414	0.004
RSV-NET	Maryland	2024-09-07	202436	Overall	0.2				1.9202	0.004
RSV-NET	Maryland	2024-09-14	202437	Overall	0.0				1.95528	0.005
RSV-NET	Maryland	2024-09-21	202438	Overall	0.0				1.95303	0.005
RSV-NET	Maryland	2024-09-28	202439	Overall	0.1				1.93495	0.005
RSV-NET	Maryland	2024-10-05	202440	Overall	0.2				1.90509	0.006999999999999999
RSV-NET	Maryland	2024-10-12	202441	Overall	0.3				2.02014	0.006999999999999999
RSV-NET	Maryland	2024-10-19	202442	Overall	0.5				2.07037	0.006999999999999999
RSV-NET	Maryland	2024-10-26	202443	Overall	0.9				2.22044	0.01
RSV-NET	Maryland	2024-11-02	202444	Overall	1.3				2.31725	0.012
RSV-NET	Maryland	2024-11-09	202445	Overall	2.2				2.4719	0.015
RSV-NET	Maryland	2024-11-16	202446	Overall	2.2				2.6917	0.021
RSV-NET	Maryland	2024-11-23	202447	Overall	2.4				2.88949	0.027999999999999997
RSV-NET	Maryland	2024-11-30	202448	Overall	3.4				3.18283	0.039
RSV-NET	Maryland	2024-12-07	202449	Overall	3.8				3.318	0.052000000000000005
RSV-NET	Maryland	2024-12-14	202450	Overall	4.2				3.78793	0.086
RSV-NET	Maryland	2024-12-21	202451	Overall	4.7				4.94489	0.142
RSV-NET	Maryland	2024-12-28	202452	Overall	4.3				6.74349	0.182
RSV-NET	Maryland	2025-01-04	202501	Overall	4.7				6.25398	0.182
RSV-NET	Maryland	2025-01-11	202502	Overall	2.9				5.30512	0.184
RSV-NET	Maryland	2025-01-18	202503	Overall	2.7				5.74558	0.23800000000000002
RSV-NET	Maryland	2025-01-25	202504	Overall	1.4				6.98693	0.287
RSV-NET	Maryland	2025-02-01	202505	Overall	2.0				7.79898	0.316
RSV-NET	Maryland	2025-02-08	202506	Overall	1.5				7.84378	0.314
RSV-NET	Maryland	2025-02-15	202507	Overall	1.3				6.93692	0.278
RSV-NET	Maryland	2025-02-22	202508	Overall	1.5				5.90072	0.239
RSV-NET	Maryland	2025-03-01	202509	Overall	0.8				4.87406	0.195
RSV-NET	Maryland	2025-03-08	202510	Overall	0.5				4.26679	0.159
RSV-NET	Maryland	2025-03-15	202511	Overall	0.4				3.81006	0.133
RSV-NET	Maryland	2025-03-22	202512	Overall	0.4				3.25232	0.107
RSV-NET	Maryland	2025-03-29	202513	Overall	0.2				2.89999	0.092
RSV-NET	Maryland	2025-04-05	202514	Overall	0.4				2.56142	0.076
RSV-NET	Maryland	2025-04-12	202515	Overall	0.3				2.41066	0.062
RSV-NET	Maryland	2025-04-19	202516	Overall	0.3				2.26966	0.053
RSV-NET	Maryland	2025-04-26	202517	Overall	0.0				2.16654	0.044000000000000004
RSV-NET	Maryland	2025-05-03	202518	Overall	0.2				1.99958	0.033
RSV-NET	Maryland	2025-05-10	202519	Overall	0.1				1.89657	0.026000000000000002
RSV-NET	Maryland	2025-05-17	202520	Overall	0.2				1.86402	0.021
RSV-NET	Maryland	2025-05-24	202521	Overall	0.1				1.8161	0.019
RSV-NET	Maryland	2025-05-31	202522	Overall	0.1				1.82615	0.019
RSV-NET	Maryland	2025-06-07	202523	Overall	0.1				1.6042	0.016
RSV-NET	Maryland	2025-06-14	202524	Overall	0.1				1.4049	0.012
RSV-NET	Maryland	2025-06-21	202525	Overall	0.1				1.31999	0.01
RSV-NET	Maryland	2025-06-28	202526	Overall	0.0				1.17989	0.008
RSV-NET	Maryland	2025-07-05	202527	Overall	0.1				1.108	0.008
RSV-NET	Maryland	2025-07-12	202528	Overall	0.0				1.15638	0.008
RSV-NET	Maryland	2025-07-19	202529	Overall	0.1				1.05736	0.005
RSV-NET	Maryland	2025-07-26	202530	Overall	0.0				1.03242	0.004
RSV-NET	Maryland	2025-08-02	202531	Overall	0.0				1.05832	0.004
RSV-NET	Maryland	2025-08-09	202532	Overall	0.1				1.14965	0.004
RSV-NET	Maryland	2025-08-16	202533	Overall	0.0				1.21395	0.003
RSV-NET	Maryland	2025-08-23	202534	Overall	0.1				1.45765	0.004
RSV-NET	Maryland	2025-08-30	202535	Overall	0.0				1.79113	0.004
RSV-NET	Maryland	2025-09-06	202536	Overall	0.0				1.80315	0.004
RSV-NET	Maryland	2025-09-13	202537	Overall	0.1				1.75434	0.005
RSV-NET	Maryland	2025-09-20	202538	Overall	0.1				1.72128	0.005
RSV-NET	Maryland	2025-09-27	202539	Overall	0.1				1.68219	0.006
RSV-NET	Maryland	2025-10-04	202540	Overall	0.1				1.61487	0.005
RSV-NET	Maryland	2025-10-11	202541	Overall	0.2				1.63936	0.005
RSV-NET	Maryland	2025-10-18	202542	Overall	0.2				1.7015	0.006
RSV-NET	Maryland	2025-10-25	202543	Overall	0.0				1.74245	0.008
RSV-NET	Maryland	2025-11-01	202544	Overall	0.1				1.82919	0.011000000000000001
RSV-NET	Maryland	2025-11-08	202545	Overall	0.5				2.12535	0.019
RSV-NET	Maryland	2025-11-15	202546	Overall	0.4				2.26689	0.033
RSV-NET	Maryland	2025-11-22	202547	Overall	0.7				2.5297	0.055
RSV-NET	Maryland	2025-11-29	202548	Overall	1.1				2.96909	0.08
RSV-NET	Maryland	2025-12-06	202549	Overall	1.3				3.29145	0.09
RSV-NET	Maryland	2025-12-13	202550	Overall	2.1				4.12574	0.154
RSV-NET	Maryland	2025-12-20	202551	Overall	2.5				6.00828	0.255
RSV-NET	Maryland	2025-12-27	202552	Overall	4.0				8.27647	0.317
RSV-NET	Maryland	2026-01-03	202553	Overall	5.0				7.16586	0.24600000000000002
RSV-NET	Maryland	2026-01-10	202601	Overall	5.1				5.29536	0.185
RSV-NET	Maryland	2026-01-17	202602	Overall	4.6				4.38228	0.17
RSV-NET	Maryland	2026-01-24	202603	Overall	3.7				4.73977	0.175
RSV-NET	Maryland	2026-01-31	202604	Overall	3.6				4.42457	0.174
RSV-NET	Maryland	2026-02-07	202605	Overall	3.1				4.60645	0.18
RSV-NET	Maryland	2026-02-14	202606	Overall	3.5				4.55694	0.184
RSV-NET	Maryland	2026-02-21	202607	Overall	3.8				4.39494	0.18100000000000002
RSV-NET	Maryland	2026-02-28	202608	Overall	3.0				3.86304	0.158
RSV-NET	Maryland	2026-03-07	202609	Overall	2.6				3.69308	0.15
RSV-NET	Maryland	2026-03-14	202610	Overall	1.8				3.25084	0.127
RSV-NET	Michigan	2018-10-06	201840	Overall	0.4	204.0	11351.0	0.01797198484715003	1.41876	
RSV-NET	Michigan	2018-10-13	201841	Overall	0.0	382.0	12038.0	0.0317328459877056	1.40077	
RSV-NET	Michigan	2018-10-20	201842	Overall	0.1	452.0	12926.0	0.03496828098406313	1.47139	
RSV-NET	Michigan	2018-10-27	201843	Overall	0.0	658.0	14062.0	0.04679277485421704	1.63634	
RSV-NET	Michigan	2018-11-03	201844	Overall	0.6	880.0	14537.0	0.0605351860769072	1.79125	
RSV-NET	Michigan	2018-11-10	201845	Overall	0.8	1109.0	15331.0	0.07233709477529189	1.86871	
RSV-NET	Michigan	2018-11-17	201846	Overall	0.6	1407.0	15921.0	0.08837384586395326	1.98121	
RSV-NET	Michigan	2018-11-24	201847	Overall	0.9	1634.0	15836.0	0.10318262187421066	2.23487	
RSV-NET	Michigan	2018-12-01	201848	Overall	0.9	2033.0	17854.0	0.11386804077517643	2.14572	
RSV-NET	Michigan	2018-12-08	201849	Overall	1.8	2313.0	17780.0	0.13008998875140607	2.25134	
RSV-NET	Michigan	2018-12-15	201850	Overall	2.5	2709.0	20374.0	0.132963581034652	2.6411	
RSV-NET	Michigan	2018-12-22	201851	Overall	4.0	3477.0	22889.0	0.15190702957752633	3.13478	
RSV-NET	Michigan	2018-12-29	201852	Overall	4.0	3680.0	24408.0	0.15077023926581448	3.96538	
RSV-NET	Michigan	2019-01-05	201901	Overall	3.2	3922.0	26370.0	0.14872961698900267	3.45972	
RSV-NET	Michigan	2019-01-12	201902	Overall	3.9	3467.0	25479.0	0.1360728443031516	3.07558	
RSV-NET	Michigan	2019-01-19	201903	Overall	2.7	3266.0	24680.0	0.13233387358184764	3.3258	
RSV-NET	Michigan	2019-01-26	201904	Overall	1.4	3261.0	27516.0	0.118512865242041	3.79773	
RSV-NET	Michigan	2019-02-02	201905	Overall	2.1	3252.0	27766.0	0.11712165958366347	4.34227	
RSV-NET	Michigan	2019-02-09	201906	Overall	0.9	3197.0	30162.0	0.10599429746038061	4.86953	
RSV-NET	Michigan	2019-02-16	201907	Overall	0.5	2758.0	27421.0	0.10057984756208745	5.03689	
RSV-NET	Michigan	2019-02-23	201908	Overall	0.8	2612.0	28187.0	0.09266683222762266	4.8812	
RSV-NET	Michigan	2019-03-02	201909	Overall	0.6	2248.0	28342.0	0.0793169148260532	4.54791	
RSV-NET	Michigan	2019-03-09	201910	Overall	0.5	1978.0	28567.0	0.0692407323135086	4.3762	
RSV-NET	Michigan	2019-03-16	201911	Overall	0.4	1837.0	29271.0	0.06275836151822622	4.22692	
RSV-NET	Michigan	2019-03-23	201912	Overall	0.8	1529.0	27846.0	0.05490914314443726	3.68251	
RSV-NET	Michigan	2019-03-30	201913	Overall	0.5	1259.0	25207.0	0.0499464434482485	3.08559	
RSV-NET	Michigan	2019-04-06	201914	Overall	0.3	843.0	21510.0	0.039191073919107394	2.69831	
RSV-NET	Michigan	2019-04-13	201915	Overall	0.3	648.0	19141.0	0.0338540306149104	2.28676	
RSV-NET	Michigan	2019-04-20	201916	Overall	0.3	549.0	17641.0	0.031120684768437164	2.01217	
RSV-NET	Michigan	2019-04-27	201917	Overall	0.1	437.0	16222.0	0.026938725188016273	1.71323	
RSV-NET	Michigan	2019-05-04	201918	Overall	0.0	297.0	14437.0	0.02057214102652906	1.56678	
RSV-NET	Michigan	2019-10-05	201940	Overall	0.0	406.0	13859.0	0.029295042932390505	1.49002	
RSV-NET	Michigan	2019-10-12	201941	Overall	0.0	392.0	15134.0	0.025901942645698426	1.59192	
RSV-NET	Michigan	2019-10-19	201942	Overall	0.0	534.0	16363.0	0.03263460245676221	1.72572	
RSV-NET	Michigan	2019-10-26	201943	Overall	0.0	837.0	16123.0	0.05191341561744092	1.83419	
RSV-NET	Michigan	2019-11-02	201944	Overall	0.0	1043.0	17240.0	0.06049883990719258	2.04008	
RSV-NET	Michigan	2019-11-09	201945	Overall	0.0	1514.0	19202.0	0.07884595354650557	2.39351	
RSV-NET	Michigan	2019-11-16	201946	Overall	0.3	2058.0	20036.0	0.10271511279696546	2.63251	
RSV-NET	Michigan	2019-11-23	201947	Overall	0.1	2635.0	22391.0	0.11768121120092895	2.89941	
RSV-NET	Michigan	2019-11-30	201948	Overall	0.1	3321.0	21807.0	0.1522905489063145	3.41501	
RSV-NET	Michigan	2019-12-07	201949	Overall	0.4	3977.0	25823.0	0.15400999109321148	3.2579	
RSV-NET	Michigan	2019-12-14	201950	Overall	0.8	4110.0	27091.0	0.15171090029899229	3.94308	
RSV-NET	Michigan	2019-12-21	201951	Overall	0.9	4886.0	31128.0	0.15696479054227705	5.06435	
RSV-NET	Michigan	2019-12-28	201952	Overall	1.0	5403.0	34433.0	0.15691342607382452	7.06161	
RSV-NET	Michigan	2020-01-04	202001	Overall	1.2	5632.0	36718.0	0.15338526063511085	5.90066	
RSV-NET	Michigan	2020-01-11	202002	Overall	0.8	4531.0	34938.0	0.12968687389089245	4.9402	
RSV-NET	Michigan	2020-01-18	202003	Overall	0.8	4159.0	34661.0	0.11999076772164681	5.33135	
RSV-NET	Michigan	2020-01-25	202004	Overall	0.6	3925.0	36708.0	0.10692492099814754	6.07822	
RSV-NET	Michigan	2020-02-01	202005	Overall	0.6	3574.0	38777.0	0.09216803775433892	6.74724	
RSV-NET	Michigan	2020-02-08	202006	Overall	0.0	3271.0	39197.0	0.08345026405082022	6.80157	
RSV-NET	Michigan	2020-02-15	202007	Overall	0.6	2902.0	38187.0	0.07599444837248279	6.11292	
RSV-NET	Michigan	2020-02-22	202008	Overall	0.4	2450.0	35753.0	0.06852571812155624	5.52513	
RSV-NET	Michigan	2020-02-29	202009	Overall	0.3	2115.0	35957.0	0.058820257529827294	5.12333	
RSV-NET	Michigan	2020-03-07	202010	Overall	0.8	1993.0	38007.0	0.05243770884310785	5.26652	
RSV-NET	Michigan	2020-03-14	202011	Overall	0.0	1926.0	46884.0	0.041080112618377275	5.66932	
RSV-NET	Michigan	2020-03-21	202012	Overall	0.1	1694.0	52483.0	0.03227711830497494	6.38029	
RSV-NET	Michigan	2020-03-28	202013	Overall	0.3	841.0	34387.0	0.024456916858114984	4.91692	
RSV-NET	Michigan	2020-04-04	202014	Overall	0.0	312.0	22287.0	0.013999192354287253	3.78625	
RSV-NET	Michigan	2020-04-11	202015	Overall	0.0	132.0	14486.0	0.009112246306778959	2.80122	
RSV-NET	Michigan	2020-04-18	202016	Overall	0.0	72.0	11405.0	0.006313020604997808	2.12907	
RSV-NET	Michigan	2020-04-25	202017	Overall	0.0	49.0	9959.0	0.004920172708103223	1.73315	
RSV-NET	Michigan	2020-05-02	202018	Overall	0.1	37.0	8444.0	0.00438180956892468	1.40939	
RSV-NET	Michigan	2020-10-03	202040	Overall	0.0				1.0872	
RSV-NET	Michigan	2020-10-10	202041	Overall	0.0				1.20898	
RSV-NET	Michigan	2020-10-17	202042	Overall	0.0				1.10874	
RSV-NET	Michigan	2020-10-24	202043	Overall	0.0				1.18588	
RSV-NET	Michigan	2020-10-31	202044	Overall	0.0				1.25	
RSV-NET	Michigan	2020-11-07	202045	Overall	0.0				1.43782	
RSV-NET	Michigan	2020-11-14	202046	Overall	0.0				1.48426	
RSV-NET	Michigan	2020-11-21	202047	Overall	0.0				1.54717	
RSV-NET	Michigan	2020-11-28	202048	Overall	0.0				1.60668	
RSV-NET	Michigan	2020-12-05	202049	Overall	0.0				1.56586	
RSV-NET	Michigan	2020-12-12	202050	Overall	0.0				1.52073	
RSV-NET	Michigan	2020-12-19	202051	Overall	0.0				1.50659	
RSV-NET	Michigan	2020-12-26	202052	Overall	0.0				1.55413	
RSV-NET	Michigan	2021-01-02	202053	Overall	0.0				1.5907	
RSV-NET	Michigan	2021-01-09	202101	Overall	0.0				1.47569	
RSV-NET	Michigan	2021-01-16	202102	Overall	0.0				1.29196	
RSV-NET	Michigan	2021-01-23	202103	Overall	0.0				1.25191	
RSV-NET	Michigan	2021-01-30	202104	Overall	0.0				1.10337	
RSV-NET	Michigan	2021-02-06	202105	Overall	0.0				1.16554	
RSV-NET	Michigan	2021-02-13	202106	Overall	0.0				1.00745	
RSV-NET	Michigan	2021-02-20	202107	Overall	0.0				0.986987	
RSV-NET	Michigan	2021-02-27	202108	Overall	0.0				0.862967	
RSV-NET	Michigan	2021-03-06	202109	Overall	0.0				0.82875	
RSV-NET	Michigan	2021-03-13	202110	Overall	0.0				0.883305	
RSV-NET	Michigan	2021-03-20	202111	Overall	0.0				0.90874	
RSV-NET	Michigan	2021-03-27	202112	Overall	0.0				0.948022	
RSV-NET	Michigan	2021-04-03	202113	Overall	0.0				0.974936	
RSV-NET	Michigan	2021-04-10	202114	Overall	0.1				1.06411	
RSV-NET	Michigan	2021-04-17	202115	Overall	0.0				1.08168	
RSV-NET	Michigan	2021-04-24	202116	Overall	0.0				1.10339	
RSV-NET	Michigan	2021-05-01	202117	Overall	0.0				1.13164	
RSV-NET	Michigan	2021-05-08	202118	Overall	0.0				1.1483	
RSV-NET	Michigan	2021-05-15	202119	Overall	0.0				1.19144	
RSV-NET	Michigan	2021-05-22	202120	Overall	0.0				1.24686	
RSV-NET	Michigan	2021-05-29	202121	Overall	0.0				1.14576	
RSV-NET	Michigan	2021-06-05	202122	Overall	0.1				1.18405	
RSV-NET	Michigan	2021-06-12	202123	Overall	0.4				1.12999	
RSV-NET	Michigan	2021-06-19	202124	Overall	0.0				1.19103	
RSV-NET	Michigan	2021-06-26	202125	Overall	0.3				1.21258	
RSV-NET	Michigan	2021-07-03	202126	Overall	0.1				1.2132	
RSV-NET	Michigan	2021-07-10	202127	Overall	0.4				1.26708	
RSV-NET	Michigan	2021-07-17	202128	Overall	0.4				1.38688	
RSV-NET	Michigan	2021-07-24	202129	Overall	0.6				1.64767	
RSV-NET	Michigan	2021-07-31	202130	Overall	0.4				1.799	
RSV-NET	Michigan	2021-08-07	202131	Overall	1.7				1.94947	
RSV-NET	Michigan	2021-08-14	202132	Overall	0.4				2.03512	
RSV-NET	Michigan	2021-08-21	202133	Overall	0.6				2.19023	
RSV-NET	Michigan	2021-08-28	202134	Overall	0.8				2.23843	
RSV-NET	Michigan	2021-09-04	202135	Overall	1.0				2.26655	
RSV-NET	Michigan	2021-09-11	202136	Overall	1.0				2.21303	
RSV-NET	Michigan	2021-09-18	202137	Overall	0.9				2.04664	
RSV-NET	Michigan	2021-09-25	202138	Overall	1.2				1.9014	
RSV-NET	Michigan	2021-10-02	202139	Overall	1.7				1.84504	
RSV-NET	Michigan	2021-10-09	202140	Overall	1.8				2.03726	
RSV-NET	Michigan	2021-10-16	202141	Overall	2.0				1.94864	
